institute_type,department,program,academic_year,semester,course_title,course_type,topics,tools_technologies,programming_languages,math_foundation,bloom_level,credits,project_required,generation_method,is_synthetic
IIIT,DS,B.Tech,2018-2019,2,Foundations of Graphs,Core,Graphs;Image Processing;Neural Networks;Dynamic Programming;Visualization,PyTorch;SQL;C++,C++,Probability,Analyze,4,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,4,Advanced Clustering,Core,Clustering;Spark;Cloud Computing;Deployment,Spark;Git,Python,Logic,Analyze,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,7,Applied Image Processing,Elective,Image Processing;Spark;Arrays;Regression,AWS,C++,Discrete Math,Apply,4,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,4,Introduction to Spark,Elective,Spark;Regression;Visualization;Clustering;Neural Networks;Graphs,SQL,Java,Linear Algebra,Apply,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,2,Introduction to EDA,Elective,EDA;Normalization;Visualization;Dynamic Programming;SQL;Spark,C++;Git,Python,Probability,Analyze,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,7,Advanced Spark,Elective,Spark;Classification;Transformers;Dynamic Programming;Trees;Deployment,OpenCV;PyTorch;Python,Python,Probability,Create,4,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,5,Foundations of SQL,Elective,SQL;Spark;Tokenization;Arrays,Spark;AWS;SQL,Python,Discrete Math,Create,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2020-2021,6,Applied Arrays,Elective,Arrays;Tokenization;Indexing;Normalization;EDA;Trees,Scikit-learn;TensorFlow,Java,Linear Algebra,Apply,3,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,4,Foundations of SQL,Core,SQL;Transformers;Linked Lists,Java,Java,Discrete Math,Analyze,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2019-2020,5,Advanced Indexing,Core,Indexing;Neural Networks;Regression;Clustering,Scikit-learn;Python,Python,Logic,Understand,6,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2023-2024,3,Foundations of Image Processing,Core,Image Processing;Tokenization;Indexing;Regression;Clustering,HuggingFace,C++,Probability,Apply,6,No,job_reverse_mapping,True
IIT,AI,B.Tech,2018-2019,8,Foundations of Visualization,Core,Visualization;Regression;Dynamic Programming;Image Processing;Clustering,TensorFlow,Java,Linear Algebra,Apply,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,3,Foundations of Clustering,Core,Clustering;Spark;Transformers;Cloud Computing,Docker;SQL,C++,Basic Math,Understand,3,No,job_reverse_mapping,True
NIT,DS,B.Tech,2021-2022,3,Introduction to CNN,Elective,CNN;Normalization;Embeddings,OpenCV;HuggingFace,Python,Logic,Analyze,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2022-2023,7,Applied Embeddings,Elective,Embeddings;Indexing;Regression;Tokenization;Dynamic Programming,SQL,C++,Logic,Create,4,Yes,job_reverse_mapping,True
